lettersIn,batchIn,wordIn,wordKnownIn,wordLengthIn,numWordsIn,resultOut,heightOut,timeOut
3,0,dip,true,3,256,true,3,1.05
3,0,mouth,false,5,256,false,2,1
3,0,ashamed,false,7,256,false,3,0.25
3,0,gas,true,3,256,true,3,1.1
3,0,smoke,false,5,256,false,1,0.1
3,0,pan,true,3,256,true,3,0.15000000000000002
3,0,say,true,3,256,true,3,0.15000000000000002
3,0,awareness,false,9,256,false,1,0.1
3,0,fun,true,3,256,true,3,0.4
3,0,me,true,2,256,true,2,0.1
3,0,along,false,5,256,false,2,0.15000000000000002
3,0,fan,true,3,256,true,3,0.15000000000000002
3,0,get,true,3,256,true,3,0.15000000000000002
3,0,mess,false,4,256,false,2,0.15000000000000002
3,0,recipe,false,6,256,false,2,0.15000000000000002
3,0,nowadays,false,8,256,false,3,0.2
3,0,string,false,6,256,false,1,0.1
3,0,bizarre,false,7,256,false,2,0.15000000000000002
3,0,textbook,false,8,256,false,2,0.15000000000000002
3,0,all,true,3,256,true,3,0.15000000000000002
3,0,diverse,false,7,256,false,2,0.15000000000000002
3,0,list,false,4,256,false,2,0.15000000000000002
3,0,magnetic,false,8,256,false,2,0.15000000000000002
3,0,sky,true,3,256,true,3,0.15000000000000002
3,0,secular,false,7,256,false,2,0.30000000000000004
3,0,sexy,false,4,256,false,3,0.2
3,0,t,true,1,256,true,1,0.05
3,0,resemble,false,8,256,false,2,0.15000000000000002
3,0,mechanism,false,9,256,false,2,0.15000000000000002
3,0,clinic,false,6,256,false,1,0.1
3,0,version,false,7,256,false,1,0.1
3,0,bye,true,3,256,true,3,0.15000000000000002
3,0,target,false,6,256,false,2,0.15000000000000002
3,0,jam,true,3,256,true,3,0.15000000000000002
3,0,sea,true,3,256,true,3,0.15000000000000002
3,0,mature,false,6,256,false,2,0.15000000000000002
3,0,cat,true,3,256,true,3,0.15000000000000002
3,0,try,true,3,256,true,3,0.15000000000000002
3,0,bus,true,3,256,true,3,0.15000000000000002
3,0,dog,true,3,256,true,3,0.15000000000000002
3,0,out,true,3,256,true,3,0.15000000000000002
3,0,continue,false,8,256,false,2,0.15000000000000002
3,0,up,true,2,256,true,2,0.1
3,0,serious,false,7,256,false,2,0.15000000000000002
3,0,darkness,false,8,256,false,2,0.15000000000000002
3,0,act,true,3,256,true,3,0.15000000000000002
3,0,of,true,2,256,true,2,0.1
3,0,fit,true,3,256,true,3,0.15000000000000002
3,0,die,true,3,256,true,3,0.15000000000000002
3,0,temporarily,false,11,256,false,2,0.15000000000000002
3,0,residue,false,7,256,false,2,0.15000000000000002
3,0,movement,false,8,256,false,2,0.15000000000000002
3,0,survive,false,7,256,false,2,0.15000000000000002
3,0,manipulation,false,12,256,false,3,0.2
3,0,ah,true,2,256,true,2,0.1
